Handshape,Token Count,% Use,Gloss Count,% Gloss Coverage,Glosses Using this Handshape,Token Ct (cuml),Token Ct (cuml%)
S1f0,2,0.13%,2,0.23%,"Q-q (sid_109), leaf (sid_286)",1545,98.41
S1ef,2,0.13%,1,0.12%,priest (sid_299),1547,98.54
S121,2,0.13%,2,0.23%,"devil (sid_888), satan (sid_37)",1549,98.66
S1a5,2,0.13%,2,0.23%,"7 (sid_103), hate (sid_156)",1551,98.79
S173,2,0.13%,2,0.23%,"mind (sid_688), verse (sid_611)",1553,98.92
S153,2,0.13%,1,0.12%,much (sid_7),1555,99.04
S1d0,1,0.06%,1,0.12%,bone (sid_32),1556,99.11
S19b,1,0.06%,1,0.12%,why (sid_469),1557,99.17
S1ee,1,0.06%,1,0.12%,bird (sid_367),1558,99.24
S1a0,1,0.06%,1,0.12%,pride (sid_545),1559,99.3
S142,1,0.06%,1,0.12%,ok (sid_859),1560,99.36
S166,1,0.06%,1,0.12%,milk (sid_807),1561,99.43
S118,1,0.06%,1,0.12%,need (sid_61),1562,99.49
S1e4,1,0.06%,1,0.12%,Luke (sid_162),1563,99.55
S161,1,0.06%,1,0.12%,appear (sid_366),1564,99.62
S163,1,0.06%,1,0.12%,leak (sid_452),1565,99.68
S19c,1,0.06%,1,0.12%,airport (sid_239),1566,99.75
S1b0,1,0.06%,1,0.12%,how-many (sid_647),1567,99.81
S1f1,1,0.06%,1,0.12%,beak (sid_145),1568,99.87
S1c1,1,0.06%,1,0.12%,earth (sid_887),1569,99.94
S1cf,1,0.06%,1,0.12%,how-many (sid_647),1570,100.0
