canonical_gloss,synonyms,sid,FSW
adulto,,3347,AS1f720S20500S22a04S20500S30007S30005M539x525S30007482x483S30005482x483S1f720519x508S20500507x478S22a00524x489S20500509x514S1dc20514x456
permiso,"advertencia, avisar",1355,M540x519S2031a490x504S15d12488x482S20c00459x505S23004515x495
Adán,,1730,M542x517S30007482x482S1f720515x482S20610508x470
aeroplano,,706,M523x521S1bb16484x479S2d808477x506
aeropuerto,,707,M513x523S15a1e461x511S1bb16427x477S2d508467x479S20e00495x502S37706488x517
aeropuerto,,1556,M555x527S37605472x495S19a52535x472S28b0d501x491
agachar,,2720,M541x573S37000472x520S37004473x553S30300474x477S37800504x541S37800481x541S32104474x488S37b02505x540S37b0a474x540S3770b459x536S37704516x545S3780a458x525S37803511x527
agarrar,,2322,M512x534S14c20489x503S1f750488x465S26500493x484
agarrar,,2568,M516x534S14c20485x503S1f750484x465S26c08489x484
agarrar,,3014,M552x540S14c57486x513S14c59449x509S1f757522x480S1f759480x466S26507512x499S26517475x492S22103472x459S22103543x499
agarrar-mover,,2062,M526x545S14c20473x477S20320511x455S20320497x530S22a07496x472S22a02476x531
agarrar-vista,,1115,M540x528S30006482x482S10011519x498S26600515x461S22104516x426S20310515x438
agente,,2229,M523x533S15a40509x467S15a48480x469S22b04507x503S22b14478x503
agosto,,1406,M533x522S1f720513x507S1f010467x488S15d08493x493S2b700504x477
cansado,"agotado, agotada, cansada",1088,M573x520S36d00479x501S1804a459x482S18042526x482S20500479x509S20500513x509S2c300547x480S2c311427x480
más,agregar,1648,M542x536S11531497x489S11559459x473S20500474x468S28801488x463S2a205521x513
agricultor,,2563,M523x623S30004482x482S14c10462x497S28906492x523S20e00480x519S15a40509x557S15a48480x559S22b04507x593S22b14478x593
agua,,279,M550x521S34400482x483S1fa10510x494S26904534x503
agua,,1505,M534x544S34400482x483S1f540493x520S26904518x519
aguacate,,1485,M522x524S16d07477x491S15d11499x501S2b702479x476
aguantar,aguante,2561,M555x546S30004482x482S1f540492x520S22a04512x531S22a04527x531S22a04542x531S20e00512x515S20e00527x515S20e00542x515S20310492x529
aguja,,591,AS1ce20S1ce18S2e230S2d501S2d501S2d501S20f10M551x534S1ce18450x468S1ce20472x467S2d501495x482S2d501511x482S2d501532x483S20f10492x500S2e230471x502
agujero,,987,AS2ff00S1ce18S1ce10S26507S26511S2fd04S2ff00S10050S10058S26500S26510S26500S26510S26500S26510S26500S26510S2fd04M549x615S1ce18457x439S1ce10518x439S2ff00482x428S26507530x418S26511453x417S2ff00482x538S26500514x481S26510465x482S10050468x560S10058516x559S26500523x533S26510466x531S26500519x600S26510468x599S26500535x568S26510447x569S2fd04488x586S2fd04487x473
ahhh,,2595,M518x517S34500482x482
ahora,,1362,M551x539S2031a512x493S28e0a515x462S37706487x499S20500501x487S10004536x493S22f04524x525
ahora,,3237,AS19a00S19a08S22f04S22f14S2fb04M535x523S19a30507x477S19a38465x477S2fb04493x517S22f04509x502S22f14465x502
Aimé,,1194,M513x543S1f720487x457S19220492x476S18d50487x499S14a20492x528
aire,,1580,M562x555S14c00511x466S14c28464x464S14c08467x523S14c20513x523S26706479x446S26702477x506S2e100538x468S2e100539x524S2e100440x526S2e100438x466
