canonical_gloss,synonyms,sid,FSW
criniere-lion,,170,M572x554S32a00482x482S15511504x464S15519467x464S22b11450x474S22b12441x498S22b13457x514S22b07523x475S22b06526x499S22b05516x516S22104548x466S22104560x505S22104543x542S22104440x463S22104427x502S22104443x540S2fb04492x548
Croissance,,1386,M540x528S10050505x473S10058482x473S23804523x503S2381c461x503
cuillere,,936,M525x569S30a00482x482S34400482x482S1ea02504x522S2f000502x549
cuire-fort,,89,M532x623S30c00482x482S34600482x482S15030506x529S15038471x534S2eb00511x568S2eb10481x575S2fc04498x612
cuire-viande,,738,M561x568S30c00482x482S14c50488x537S14c30537x537S34600482x482S2df08514x544
cuire-viande-1,,82,M580x590S30c00482x482S14c58471x536S14c30556x537S34600482x482S2df08533x545S2fb04495x574S14c50508x536S14c38423x535S2df00448x545S2f900498x585
culture,,398,M550x517S30001482x482S30007482x482S1c518449x477S1c510520x477S2c600505x444S2c611477x445S20500513x474S20500475x475S2fb00492x432
culture-2,,137,M545x517S30001482x482S30007482x482S1c518454x475S1c510515x473S20500482x474S25611460x450S20500507x474S25607511x450S2fb00490x439
cycle,,1415,M524x533S1ce40500x467S1ce48477x472S20500498x499S2e800509x501
célibataire,,1343,M559x530S30000482x482S1da11509x465S1da19468x463S20600489x471S22b07525x484S22b11451x480S22b15440x491S22b03535x494S2fd04487x524
D,,236,M508x515S10110492x485
D,,1450,M508x515S10120492x485
